year,price,Km_travelled,fuel_type,transmission,city,color,assembly,engine,body_type,interior_scores,exterior_scores,safety_scores,comfort_scores,company
2016,0.37,76600,Petrol,Automatic,Islamabad,White,Local,1500,Sedan,14,9,17,13,Honda
2019,0.5,110000,Petrol,Automatic,Islamabad,Grey,Local,1300,Sedan,14,0,23,13,Toyota
2020,0.57,8692,Petrol,Automatic,Un-Registered,Black,Imported,1000,Crossover,0,6,27,13,Toyota
2025,1.32,6000,Hybrid,Automatic,Punjab,Black,Local,1500,SUV,37,23,62,42,Haval
2021,0.68,4000,Petrol,Automatic,Un-Registered,White,Imported,1000,Crossover,23,13,45,45,Toyota
2020,0.46,32143,Petrol,Automatic,Un-Registered,other,Imported,660,SUV,7,6,27,13,Suzuki
2020,0.61,68000,Petrol,Automatic,Islamabad,White,Local,1800,Sedan,18,21,40,35,Honda
2021,0.68,39000,Petrol,Automatic,Islamabad,Black,Local,2000,Crossover,28,30,38,42,KIA
2014,0.33,128450,Petrol,Manual,Islamabad,White,Local,1300,Sedan,7,0,6,4,Toyota
2019,0.52,115000,Petrol,Automatic,Punjab,White,Local,1600,Sedan,18,6,33,13,Toyota
2024,0.86,12000,Petrol,Automatic,Sindh,White,Local,2000,SUV,28,23,45,42,Hyundai
2022,0.58,48000,Petrol,Automatic,Sindh,Black,Local,2000,Crossover,28,13,33,35,KIA
2002,0.18,83500,Petrol,Manual,Sindh,Grey,Local,1600,Sedan,10,6,17,8,Honda
2022,0.72,37435,Petrol,Automatic,Punjab,Black,Local,2000,Crossover,28,23,38,42,KIA
2014,0.36,82000,Petrol,Manual,Punjab,Black,Local,1300,Sedan,14,9,27,8,Toyota
2021,0.64,54000,Petrol,Automatic,Sindh,White,Local,1800,Sedan,18,21,40,35,Honda
2017,0.37,110000,Petrol,Automatic,Punjab,White,Local,1500,Sedan,14,9,17,13,Honda
2000,0.17,159000,Petrol,Manual,Sindh,White,Imported,1800,Sedan,11,16,32,18,Honda
2025,1.03,6500,Petrol,Automatic,Islamabad,Black,Local,1500,Sedan,29,21,44,35,Honda
2010,0.28,170000,Petrol,Manual,Punjab,Black,Local,1300,Sedan,7,0,6,4,Toyota
2014,0.37,111592,Petrol,Automatic,Punjab,other,Local,1600,Sedan,10,0,17,8,Toyota
2023,0.65,63702,Petrol,Automatic,Islamabad,White,Local,1500,Crossover,18,10,34,35,Honda
2026,0.99,13,Petrol,Automatic,Un-Registered,White,Local,1500,SUV,34,23,62,35,Haval
2014,0.23,113000,Petrol,Automatic,Punjab,other,Imported,660,Hatchback,24,9,34,18,Nissan
2013,0.29,148000,Petrol,Manual,Punjab,other,Local,1300,Sedan,10,10,23,13,Honda
2020,0.65,20000,Petrol,Automatic,Sindh,Silver,Imported,1000,Crossover,23,13,45,45,Toyota
2022,0.57,75000,Petrol,Automatic,Islamabad,White,Local,1598,Sedan,18,10,45,13,Toyota
2007,0.57,90000,Petrol,Automatic,Islamabad,White,Imported,1800,Sedan,10,3,27,31,Toyota
2019,0.46,100000,Petrol,Automatic,Punjab,Black,Local,1300,Sedan,14,0,17,13,Toyota
2013,0.46,98000,Hybrid,Automatic,Punjab,Silver,Imported,1800,Sedan,18,20,33,30,Toyota
2021,0.66,47000,Petrol,Automatic,Un-Registered,White,Imported,1000,Crossover,0,6,27,19,Toyota
2014,0.35,125000,Hybrid,Automatic,Punjab,Blue,Imported,1500,Hatchback,18,3,40,24,Toyota
2020,0.64,75000,Petrol,Automatic,Islamabad,White,Local,1800,Sedan,18,21,40,35,Honda
2015,0.45,105000,Hybrid,Automatic,Sindh,other,Imported,1500,MPV,18,7,40,35,Toyota
2013,0.17,171000,Petrol,Automatic,Sindh,White,Imported,660,Mini Van,10,0,28,4,Daihatsu
2025,0.09,6000,Hybrid,Automatic,Punjab,Black,Local,1500,Crossover,28,23,62,43,MG
2022,9.25,17500,Petrol,Automatic,Un-Registered,White,Imported,3500,SUV,43,28,62,60,Lexus
2022,0.9,43000,Petrol,Automatic,Punjab,White,Local,2500,Sedan,43,20,45,42,Hyundai
2022,0.38,68000,Petrol,Automatic,Punjab,Black,Local,1500,Sedan,18,13,38,13,Changan
2009,0.98,47000,Petrol,Automatic,Sindh,Black,Imported,3000,Sedan,15,13,50,32,BMW
2005,0.23,180000,Petrol,Manual,Islamabad,Black,Local,1300,Sedan,14,9,3,8,Toyota
2020,0.63,32200,Petrol,Automatic,Islamabad,White,Imported,1000,Crossover,0,0,0,0,Toyota
2005,0.16,81000,Petrol,Automatic,Islamabad,Silver,Local,1600,Sedan,7,17,13,9,Mitsubishi
2015,0.42,146998,Petrol,Manual,Islamabad,Black,Local,1800,Sedan,24,21,40,30,Toyota
2018,0.41,114000,Petrol,Automatic,Islamabad,White,Local,1500,MPV,28,9,43,29,Honda
2004,0.2,124567,Petrol,Manual,Islamabad,White,Local,1300,Sedan,10,0,3,4,Toyota
2013,0.34,38000,Petrol,Automatic,Islamabad,Black,Local,1800,Sedan,14,17,27,24,Honda
2003,0.15,186000,Petrol,Manual,Sindh,Blue,Local,1500,Sedan,14,13,15,19,Honda
1997,0.06,10000,CNG,Manual,Sindh,White,Imported,1300,Sedan,7,7,0,6,Suzuki
2014,0.34,155000,Petrol,Manual,Punjab,Black,Local,1300,Sedan,14,0,27,13,Toyota
2014,0.3,95000,Petrol,Manual,Sindh,White,Local,1300,Sedan,10,3,17,13,Honda
2022,0.46,23000,Petrol,Automatic,Sindh,White,Local,1300,Sedan,28,13,39,13,Toyota
2007,0.17,150000,Petrol,Manual,Punjab,Silver,Local,1300,Sedan,14,0,9,8,Toyota
2021,0.43,83000,Petrol,Automatic,Punjab,White,Local,1300,Sedan,10,3,17,13,Honda
1996,0.39,250000,Diesel,Automatic,Punjab,Silver,Imported,3000,SUV,14,9,21,13,Toyota
2025,1.2,8000,Hybrid,Automatic,Islamabad,Black,Local,1500,SUV,37,23,62,35,Haval
2019,0.64,61267,Petrol,Automatic,Islamabad,White,Local,2000,Crossover,28,23,38,35,KIA
2004,0.88,224000,Diesel,Automatic,Islamabad,other,Imported,3000,SUV,18,17,33,39,Toyota
2024,0.59,26000,Petrol,Automatic,Islamabad,Silver,Local,1500,Sedan,7,6,27,19,Toyota
2020,0.8,71000,Petrol,Automatic,Islamabad,White,Local,3470,MPV,34,21,53,50,KIA
2006,0.33,102996,Petrol,Automatic,Sindh,Black,Local,2400,Sedan,18,9,34,29,Toyota
2022,0.51,44000,Petrol,Automatic,Sindh,White,Local,1500,Sedan,18,13,40,24,Toyota
2005,0.29,175000,Petrol,Automatic,Islamabad,Silver,Imported,1300,Sedan,14,3,32,13,Toyota
2020,2.75,89000,Petrol,Automatic,Un-Registered,White,Imported,2700,SUV,11,21,39,44,Toyota
2006,0.22,85000,Petrol,Automatic,Punjab,Silver,Imported,1000,Sedan,14,6,21,13,Toyota
2017,0.38,110000,Petrol,Manual,Sindh,White,Local,1300,Sedan,19,16,27,13,Toyota
2018,0.96,93000,Petrol,Automatic,Islamabad,Black,Imported,1600,SUV,43,30,54,50,Mercedes-Benz
2024,0.89,65000,Petrol,Automatic,Punjab,Black,Local,1500,Sedan,29,21,44,35,Honda
2021,0.41,125000,Petrol,Automatic,Punjab,White,Local,1300,Sedan,14,17,45,19,Toyota
2006,0.1,95000,Petrol,Manual,Sindh,other,Local,1300,Sedan,14,3,23,13,Suzuki
1997,0.32,300000,Petrol,Automatic,Punjab,Black,Imported,2700,SUV,10,9,27,13,Toyota
2006,0.15,110000,Petrol,Automatic,Islamabad,Grey,Local,1300,Sedan,14,0,3,8,Honda
2018,0.49,90000,Petrol,Automatic,Islamabad,other,Local,1600,Sedan,18,6,33,13,Toyota
2013,0.36,137000,Petrol,Automatic,Punjab,Black,Local,1800,Sedan,14,17,27,24,Honda
2019,0.57,50000,Petrol,Automatic,Punjab,Black,Local,1800,Sedan,24,17,40,30,Toyota
2024,1.15,28000,Hybrid,Automatic,Punjab,Black,Local,1500,SUV,37,30,62,60,Haval
2015,0.34,109000,Petrol,Manual,Sindh,Silver,Local,1300,Sedan,23,16,33,13,Toyota
2003,0.14,122000,Petrol,Manual,Sindh,other,Local,1300,Sedan,10,7,3,4,Honda
2003,0.14,193000,Petrol,Manual,Punjab,Silver,Local,1300,Sedan,19,6,9,8,Suzuki
2021,0.68,47000,Petrol,Automatic,Sindh,Black,Local,1800,Sedan,18,21,40,35,Honda
2015,0.42,140000,Hybrid,Automatic,Sindh,other,Imported,1500,Hatchback,18,9,40,24,Toyota
2016,0.4,58000,Petrol,Automatic,Islamabad,Black,Local,1800,Sedan,18,17,33,24,Honda
2018,0.4,90000,Petrol,Automatic,Sindh,White,Local,1500,MPV,28,9,43,29,Honda
2021,0.72,64000,Petrol,Automatic,Islamabad,Black,Local,2000,Crossover,28,23,38,42,KIA
2020,0.62,38168,Petrol,Automatic,Un-Registered,White,Imported,1000,Crossover,23,13,45,45,Toyota
2020,0.57,73619,Petrol,Automatic,Un-Registered,Black,Imported,1000,Crossover,23,13,45,45,Toyota
2020,0.56,6636,Petrol,Automatic,Un-Registered,Blue,Imported,1000,Crossover,18,10,50,31,Toyota
2013,0.34,130000,Petrol,Automatic,Punjab,Silver,Local,1300,Sedan,14,9,23,13,Honda
2016,0.43,241000,Hybrid,Automatic,other,White,Imported,1500,Hatchback,28,9,53,30,Toyota
2010,1.2,90000,Petrol,Automatic,Sindh,Blue,Imported,1800,Sedan,34,9,50,37,Mercedes-Benz
1996,0.09,100000,Petrol,Manual,Punjab,Grey,Local,1300,Sedan,10,0,0,2,Suzuki
2017,1.3,95000,Petrol,Automatic,Islamabad,White,Imported,1800,Sedan,18,13,45,50,Audi
2021,0.39,43000,Petrol,Automatic,Sindh,Silver,Local,1300,Sedan,10,4,39,13,Toyota
2016,1.19,86000,Petrol,Automatic,Islamabad,Black,Imported,3000,Sedan,18,20,50,50,Audi
2005,0.2,176500,Petrol,Automatic,Sindh,Silver,Local,1600,Sedan,19,24,27,13,Honda
2001,0.07,909999,Petrol,Manual,Sindh,Silver,Local,1300,Sedan,10,3,3,2,Suzuki
2016,0.46,70000,Petrol,Automatic,Punjab,White,Local,1600,Sedan,18,0,33,6,Toyota
2015,0.32,180000,Petrol,Manual,Sindh,White,Local,1300,Sedan,10,0,6,8,Toyota
2012,0.31,187000,Petrol,Manual,Islamabad,Black,Local,1300,Sedan,10,3,17,8,Honda
2007,0.34,120000,Petrol,Automatic,Sindh,White,Imported,1500,Sedan,11,0,21,18,Toyota
2019,0.55,56000,Petrol,Automatic,Islamabad,Black,Imported,1000,Crossover,23,13,45,45,Toyota
2006,0.23,198000,Petrol,Manual,Islamabad,Black,Imported,1600,Sedan,19,24,17,13,Honda
2018,0.56,82000,Petrol,Automatic,Islamabad,White,Local,1800,Sedan,18,21,40,35,Honda
2012,0.28,120000,Petrol,Manual,Punjab,Grey,Local,1800,Sedan,14,17,27,13,Honda
2015,0.46,167000,Hybrid,Automatic,Islamabad,Silver,Imported,1500,Sedan,7,0,27,19,Honda
2016,4.6,65000,Petrol,Automatic,Punjab,White,Imported,5700,SUV,24,13,54,50,Lexus
2019,0.69,65000,Hybrid,Automatic,Islamabad,Black,Imported,1500,Crossover,7,6,27,19,Honda
1990,0.03,102000,Petrol,Automatic,Islamabad,White,Imported,1000,Sedan,0,0,0,0,Chevrolet
2020,0.64,79081,Petrol,Automatic,Un-Registered,Black,Local,2000,SUV,18,30,40,42,Hyundai
2022,0.78,9400,Petrol,Automatic,Punjab,White,Local,1800,Sedan,18,21,40,35,Honda
2018,0.44,83600,Petrol,Automatic,Sindh,Black,Local,1800,Sedan,18,21,40,35,Honda
2021,0.47,65390,Petrol,Automatic,Punjab,Silver,Local,1500,Sedan,18,13,40,24,Toyota
2016,0.49,91108,Petrol,Automatic,Punjab,other,Local,1800,Sedan,18,21,40,35,Honda
2021,0.7,56000,Petrol,Automatic,Punjab,White,Local,2000,SUV,28,23,45,42,Hyundai
2022,0.62,43481,Petrol,Automatic,Islamabad,White,Local,2000,Sedan,18,18,40,42,Hyundai
2021,0.56,46000,Petrol,Automatic,Punjab,White,Local,1600,Sedan,18,10,45,13,Toyota
2017,0.41,183857,Petrol,Automatic,Punjab,Silver,Local,1500,MPV,28,9,43,29,Honda
2022,0.6,59500,Petrol,Automatic,Islamabad,White,Local,1600,Sedan,18,10,45,13,Toyota
2021,0.67,33802,Petrol,Automatic,Sindh,Black,Local,1800,Sedan,18,21,40,35,Honda
2016,5.3,75000,Petrol,Automatic,Islamabad,White,Imported,5700,SUV,24,13,54,50,Lexus
2021,0.22,88064,Petrol,Manual,other,Grey,Local,1000,Mini Van,10,3,9,14,Changan
2016,0.35,111405,Petrol,Manual,Punjab,Black,Local,1500,Sedan,14,9,17,13,Honda
2020,0.61,62000,Petrol,Automatic,Sindh,White,Local,2000,Crossover,28,23,38,42,KIA
2005,0.17,65000,Petrol,Manual,Punjab,other,Local,1300,Sedan,10,0,13,8,Nissan
2012,0.31,239000,Petrol,Automatic,Punjab,other,Local,1600,Sedan,10,3,17,8,Toyota
2016,0.32,147800,Petrol,Manual,Punjab,Grey,Local,1300,Sedan,10,3,17,13,Honda
2017,0.49,124000,Petrol,Automatic,Punjab,White,Local,1800,Sedan,18,28,40,35,Honda
2013,0.38,98000,Petrol,Automatic,Islamabad,White,Local,1800,Sedan,14,17,27,19,Honda
2018,0.41,47000,Petrol,Automatic,Sindh,White,Local,1500,MPV,28,9,43,29,Honda
2015,0.53,44800,Hybrid,Automatic,Sindh,White,Imported,1500,Crossover,34,9,50,38,Honda
2018,0.46,71000,Petrol,Automatic,Sindh,White,Local,1300,Sedan,14,0,17,13,Toyota
2013,0.26,160000,Petrol,Manual,Sindh,other,Local,1300,Sedan,7,3,15,4,Toyota
2015,0.3,100000,Petrol,Automatic,Punjab,Silver,Local,1300,Sedan,14,0,17,13,Toyota
2015,0.34,136000,Petrol,Automatic,Punjab,other,Local,1500,Sedan,14,9,17,13,Honda
2013,0.41,73000,Hybrid,Automatic,Sindh,Black,Imported,1800,Sedan,18,13,45,30,Toyota
2019,0.34,96000,Petrol,Manual,Islamabad,Black,Local,1300,Sedan,14,9,17,13,Honda
2014,0.33,142505,Petrol,Manual,Sindh,Black,Imported,1800,Sedan,18,17,33,24,Honda
2014,0.35,120000,Petrol,Automatic,Islamabad,Black,Local,1800,Sedan,23,17,40,31,Honda
2001,0.44,110,Petrol,Automatic,Sindh,White,Imported,3000,Sedan,14,9,28,31,Toyota
2009,0.45,82000,Petrol,Automatic,Sindh,Silver,Imported,1800,Sedan,18,13,45,42,Mercedes-Benz
2025,0.95,15000,Hybrid,Automatic,Punjab,other,Local,1600,Sedan,28,21,50,50,Hyundai
2015,0.43,133787,Petrol,Automatic,Sindh,Black,Imported,2400,SUV,34,9,54,50,Honda
2011,0.25,235296,Petrol,Manual,Sindh,Black,Local,1300,Sedan,10,3,17,13,Honda
2022,0.58,53000,Petrol,Automatic,Punjab,Black,Local,1598,Sedan,18,10,45,13,Toyota
2021,0.62,100000,Hybrid,Automatic,Sindh,White,Imported,1800,Crossover,18,13,50,38,Toyota
2016,0.45,120869,Petrol,Automatic,Sindh,other,Local,1800,Sedan,23,4,40,35,Honda
2017,0.45,90845,Petrol,Automatic,Punjab,Silver,Local,1800,Sedan,24,19,50,29,Toyota
2014,0.29,128000,Petrol,Manual,Punjab,other,Local,1300,Sedan,14,0,27,13,Toyota
2022,0.59,48000,Petrol,Automatic,Sindh,Blue,Local,2000,Crossover,28,13,33,35,KIA
2019,0.57,100290,Petrol,Automatic,Punjab,Silver,Local,1800,Sedan,24,17,40,30,Toyota
2012,0.21,53625,Petrol,Automatic,Islamabad,Blue,Imported,660,Hatchback,0,0,27,13,Nissan
2015,0.38,130000,Petrol,Automatic,Punjab,Black,Local,1800,Sedan,14,17,27,24,Honda
2006,0.18,134000,Petrol,Automatic,Punjab,Black,Imported,1500,Sedan,19,6,33,8,Honda
2011,0.26,110990,Petrol,Manual,Sindh,Black,Local,1300,Sedan,18,16,27,13,Toyota
2021,0.73,21500,Petrol,Automatic,Sindh,Black,Local,2000,Crossover,28,23,38,42,KIA
2005,0.17,215000,Petrol,Automatic,Sindh,Black,Local,1300,Sedan,14,6,3,8,Honda
2020,0.49,25173,Petrol,Automatic,Islamabad,other,Local,1800,Sedan,24,17,40,30,Toyota
2015,0.17,80000,Petrol,Manual,other,White,Local,800,Mini Van,0,0,8,0,Suzuki
2011,0.23,140000,Petrol,Manual,Punjab,White,Local,1800,Sedan,14,0,27,8,Honda
2023,0.9,20000,Petrol,Automatic,Islamabad,Black,Local,1500,Sedan,29,21,44,35,Honda
2010,0.09,50000,Petrol,Manual,Punjab,White,Local,800,Mini Van,0,0,0,0,Suzuki
2018,0.52,72000,Petrol,Automatic,Islamabad,White,Local,1600,Sedan,18,6,33,13,Toyota
2022,0.7,71000,Petrol,Automatic,Punjab,Grey,Local,1800,Sedan,29,21,44,30,Toyota
2023,0.61,58000,Petrol,Automatic,Punjab,White,Local,2000,Sedan,18,18,40,42,Hyundai
2010,0.26,143560,Petrol,Manual,Islamabad,other,Local,1300,Sedan,19,9,23,13,Honda
2022,0.45,52000,Petrol,Automatic,Islamabad,Grey,Local,1300,Sedan,28,13,39,13,Toyota
2020,0.65,58000,Petrol,Automatic,Sindh,White,Local,2000,Crossover,28,23,38,42,KIA
2018,1.32,112000,Diesel,Automatic,Punjab,White,Local,2800,SUV,29,13,40,42,Toyota
2017,0.55,68514,Petrol,Automatic,Sindh,Black,Local,1800,Sedan,18,21,40,35,Honda
2012,0.27,138000,Petrol,Manual,Punjab,White,Local,1300,Sedan,10,0,23,8,Toyota
2022,0.66,61201,Petrol,Automatic,Punjab,Silver,Local,1800,Sedan,24,21,44,30,Toyota
2022,0.22,71000,Petrol,Manual,Sindh,Silver,Local,1000,Mini Van,10,3,9,14,Changan
2022,0.93,25696,Petrol,Automatic,Punjab,Black,Local,2500,Sedan,43,27,45,42,Hyundai
2020,0.59,58091,Petrol,Automatic,Punjab,Black,Imported,1000,Crossover,23,13,45,45,Toyota
2018,0.67,87000,Hybrid,Automatic,Islamabad,White,Imported,1500,Crossover,7,6,27,19,Honda
2022,0.69,64900,Petrol,Automatic,Islamabad,White,Local,2000,Crossover,28,23,38,35,KIA
2022,0.48,39000,Petrol,Automatic,Sindh,Black,Local,1200,Crossover,7,14,27,19,Peugeot
2009,0.2,133091,Petrol,Automatic,Punjab,White,Imported,660,Sedan,15,16,13,19,Honda
2007,0.19,225000,Petrol,Manual,Punjab,White,Local,1300,Sedan,10,0,3,4,Toyota
1976,0.07,100000,Petrol,Manual,Islamabad,other,Local,1500,Sedan,0,6,0,0,Toyota
2009,0.28,192000,Petrol,Automatic,Sindh,other,Local,1800,Sedan,14,14,27,24,Toyota
2013,0.67,140000,Petrol,Automatic,Punjab,Grey,Local,2700,SUV,18,9,27,42,Toyota
2018,0.38,74000,Petrol,Manual,Islamabad,White,Local,1300,Sedan,10,3,17,13,Honda
2010,0.28,250000,Petrol,Manual,Sindh,Black,Local,1300,Sedan,10,0,23,8,Toyota
2004,0.08,175964,Petrol,Manual,Sindh,other,Local,1300,Sedan,10,6,3,8,Suzuki
2020,0.42,45000,Petrol,Automatic,Islamabad,other,Local,1500,Sedan,14,9,17,13,Honda
2014,0.28,135000,Petrol,Automatic,Sindh,White,Local,1500,Sedan,14,9,17,13,Honda
2022,0.76,6600,Petrol,Automatic,Punjab,Black,Local,2000,Crossover,28,23,38,35,KIA
2021,0.41,75000,Petrol,Automatic,Punjab,White,Local,1300,Sedan,23,10,30,18,Honda
2023,0.68,13000,Petrol,Automatic,Un-Registered,Silver,Imported,1000,SUV,18,18,50,24,Nissan
2007,0.26,150000,Petrol,Manual,Punjab,White,Local,1300,Sedan,0,0,9,8,Toyota
2011,0.29,120000,Petrol,Automatic,Punjab,Grey,Local,1300,Sedan,10,9,17,13,Honda
2006,0.11,300000,Petrol,Manual,Sindh,Silver,Local,1300,Sedan,7,6,17,13,Suzuki
2020,0.57,75000,Petrol,Automatic,Sindh,other,Local,1800,Sedan,0,0,0,0,Honda
2004,0.02,140454,Petrol,Automatic,Punjab,Black,Local,1300,Sedan,7,9,3,13,Mitsubishi
2023,0.74,20890,Petrol,Automatic,Punjab,White,Local,2000,SUV,18,23,40,42,Hyundai
2018,0.38,77335,Petrol,Automatic,Sindh,other,Local,1300,Sedan,10,3,17,13,Honda
2021,0.44,34000,Petrol,Automatic,Islamabad,Silver,Local,1500,SUV,18,21,49,29,DFSK
2017,2.35,32676,Petrol,Automatic,Un-Registered,White,Imported,2700,SUV,11,13,39,44,Toyota
2013,0.33,95000,Petrol,Automatic,Sindh,other,Local,1600,Sedan,10,3,17,8,Toyota
2021,0.41,42000,Petrol,Automatic,Sindh,Black,Local,1300,Sedan,28,13,39,13,Toyota
2018,0.42,82000,Petrol,Automatic,Punjab,Black,Local,1500,MPV,28,9,43,29,Honda
2012,0.74,143000,Petrol,Automatic,Punjab,White,Imported,1800,Sedan,18,13,45,42,Mercedes-Benz
2019,0.75,48000,Hybrid,Automatic,Islamabad,Blue,Imported,1500,Crossover,34,9,50,38,Honda
2020,0.61,82000,Petrol,Automatic,Islamabad,Silver,Local,1800,Sedan,18,21,40,35,Honda
2020,0.54,175,Petrol,Automatic,Un-Registered,other,Imported,1000,Crossover,23,13,45,45,Toyota
2014,0.4,130000,Petrol,Automatic,Islamabad,Black,Local,1800,Sedan,18,17,33,24,Honda
2021,0.86,74000,Petrol,Automatic,Islamabad,White,Local,2500,Sedan,43,27,45,42,Hyundai
2022,0.74,28500,Petrol,Automatic,Sindh,White,Local,1800,Sedan,18,21,40,35,Honda
2020,0.41,62349,Petrol,Automatic,Sindh,Black,Local,1300,Sedan,10,0,6,8,Toyota
2005,0.2,136700,Petrol,Manual,Punjab,White,Local,1800,Sedan,14,3,33,13,Toyota
2020,0.4,96000,Petrol,Automatic,Sindh,White,Local,1500,Sedan,10,6,17,24,Honda
2004,0.32,173000,Hybrid,Automatic,Punjab,Silver,Imported,1500,Sedan,18,9,34,30,Toyota
2010,0.21,200000,Petrol,Manual,Islamabad,White,Local,1300,Sedan,7,0,6,4,Toyota
2011,0.27,141300,Petrol,Automatic,Islamabad,Black,Local,1800,Sedan,14,0,27,13,Honda
2017,0.2,135000,Petrol,Manual,Sindh,White,Local,1500,MPV,14,9,33,13,FAW
2012,0.39,175000,Petrol,Manual,Sindh,Black,Imported,1600,SUV,0,9,27,13,Daihatsu
2022,0.71,50000,Petrol,Automatic,Islamabad,other,Local,1800,Sedan,24,21,44,30,Toyota
2016,4.65,60000,Petrol,Automatic,Punjab,Black,Imported,5700,SUV,24,13,54,50,Lexus
2024,0.56,20000,Petrol,Automatic,Punjab,White,Local,1400,Crossover,28,21,50,30,KIA
2024,1.07,56000,Hybrid,Automatic,Islamabad,Black,Local,1500,SUV,37,30,62,60,Haval
2013,0.29,127000,Petrol,Manual,Sindh,White,Local,1500,Sedan,14,9,17,13,Honda
2016,0.04,94000,Petrol,Automatic,Punjab,White,Local,1600,Sedan,18,6,33,13,Toyota
2007,0.27,150000,Petrol,Manual,Punjab,Black,Local,1300,Sedan,14,0,9,8,Toyota
2018,0.16,135000,Petrol,Manual,Sindh,White,Local,1300,Hatchback,14,16,33,20,FAW
2020,0.61,76000,Petrol,Automatic,Islamabad,White,Local,1800,Sedan,18,21,40,35,Honda
2026,1.09,80,PHEV,DHT,Un-Registered,Black,Local,1500,SUV,37,30,62,60,Jaecoo
2004,0.14,416000,Petrol,Automatic,Punjab,White,Local,1500,Sedan,10,0,3,8,Honda
2010,0.56,90000,Petrol,Automatic,Islamabad,White,Imported,2400,SUV,16,9,27,30,Toyota
2021,0.45,28400,Petrol,Automatic,Sindh,White,Local,1500,Sedan,18,13,40,24,Toyota
2022,0.5,30479,Petrol,Automatic,Punjab,Black,Local,1400,Crossover,28,21,50,30,KIA
2018,0.78,66000,Hybrid,Automatic,Punjab,Black,Imported,1800,Crossover,18,13,50,38,Toyota
2017,0.41,134000,Petrol,Automatic,other,Black,Local,1500,MPV,28,9,43,29,Honda
2020,0.58,60000,Petrol,Automatic,Un-Registered,Black,Imported,1000,Crossover,23,13,45,45,Toyota
2020,0.6,43000,Petrol,Automatic,Un-Registered,White,Imported,1000,Crossover,23,13,45,45,Toyota
2025,0.88,12797,Hybrid,Automatic,Punjab,Black,Local,1500,Crossover,28,23,62,43,MG
2003,0.12,150000,Petrol,Manual,Punjab,Silver,Local,1300,Sedan,0,0,3,8,Suzuki
1988,0.13,140000,Petrol,Manual,Punjab,White,Imported,1500,Sedan,14,16,9,13,Honda
2010,0.24,126000,Petrol,Manual,Sindh,Silver,Local,1300,Sedan,10,0,23,8,Toyota
2008,0.1,70000,Petrol,Manual,Islamabad,White,Local,800,Mini Van,7,0,0,0,Suzuki
2017,0.54,73500,Petrol,Automatic,Punjab,White,Local,1800,Sedan,24,17,40,30,Toyota
2009,0.23,35000,Petrol,Automatic,Un-Registered,White,Imported,2000,Sedan,18,13,45,55,Toyota
2008,0.3,200000,Petrol,Automatic,Punjab,Silver,Imported,2000,Sedan,7,16,24,8,Toyota
2014,0.34,174000,Petrol,Manual,Sindh,other,Local,1300,Sedan,10,0,23,8,Toyota
2012,0.55,75000,Diesel,Manual,Islamabad,White,Imported,1500,Sedan,4,19,36,19,Nissan
2024,1.15,12000,Hybrid,Automatic,Islamabad,Black,Local,1500,SUV,37,23,62,52,Haval
1989,0.14,30000,Diesel,Manual,Punjab,other,Imported,2500,SUV,0,0,3,2,Mitsubishi
2002,0.1,120000,Petrol,Manual,Sindh,Silver,Local,1300,Sedan,10,9,9,8,Suzuki
2016,0.57,103000,Hybrid,Automatic,Islamabad,White,Imported,1500,Crossover,34,16,50,38,Honda
2005,0.98,160000,Petrol,Automatic,Islamabad,other,Imported,2700,SUV,14,16,33,23,Toyota
2015,0.42,92000,Petrol,Automatic,Punjab,White,Local,1800,Sedan,0,14,27,19,Honda
2020,0.6,56000,Petrol,Automatic,Islamabad,other,Local,1800,Sedan,28,28,40,35,Honda
2016,0.34,117000,Petrol,Manual,Islamabad,Silver,Local,1300,Sedan,10,3,17,13,Honda
2020,0.4,41000,Petrol,Manual,Punjab,Silver,Local,1300,Sedan,10,3,17,13,Honda
2011,0.25,200000,Petrol,Manual,Islamabad,Black,Local,1300,Sedan,7,0,6,4,Toyota
2017,0.53,62000,Petrol,Automatic,Islamabad,Silver,Local,1800,Sedan,18,21,40,35,Honda
2014,0.35,112833,Petrol,Automatic,Sindh,Silver,Local,1500,Sedan,14,9,17,13,Honda
2017,0.6,140934,Hybrid,Automatic,Punjab,other,Imported,1800,Crossover,18,13,50,38,Toyota
2001,0.48,295000,Diesel,Automatic,Sindh,White,Imported,3000,SUV,14,9,27,13,Toyota
2015,0.43,67305,Hybrid,Automatic,Sindh,White,Imported,1500,Crossover,28,13,45,38,Honda
2018,0.51,96000,Hybrid,Automatic,Islamabad,White,Imported,1500,Hatchback,18,3,40,13,Toyota
2026,0.88,1000,Petrol,Automatic,Un-Registered,White,Local,1500,Sedan,23,18,44,35,Honda
2022,0.56,27409,Petrol,Automatic,Punjab,Black,Local,1498,Crossover,28,21,54,35,Chery
2023,0.82,49000,Petrol,Automatic,Sindh,Black,Local,1500,Sedan,7,14,27,19,Honda
2020,0.66,127287,Petrol,Automatic,Sindh,White,Local,2000,Crossover,28,23,38,42,KIA
2013,0.29,226715,Petrol,Manual,Sindh,Silver,Local,1300,Sedan,14,0,17,8,Toyota
2023,0.83,13717,Petrol,Automatic,Sindh,Black,Local,2400,Compact SUV,28,23,38,42,KIA
2009,0.21,1,Petrol,Manual,Punjab,Black,Local,1300,Sedan,7,0,6,4,Toyota
